Feature1,Feature2
-4.241424730405897,7.77470797250956
4.301180366587639,-9.489911541490905
-2.6011207697216325,9.167053664849341
4.031572432564137,-8.141369437537065
5.95948712632228,-8.900724127944548
5.887345015857752,7.893281521854369
5.5154517719163625,-8.14649061806509
4.945652082348787,-10.321751899128156
4.655125235550276,-8.064897926323596
-2.6497768236212935,9.775966750990507
-1.830291872929797,8.64441730142225
3.909830414114282,-9.523417379058564
-4.481298578245121,9.244172788353614
-1.3266105559035426,10.69496656849676
-1.3632952216043712,7.753343342851279
4.9462506864889475,-10.237560889060434
-3.68090751732455,10.843498767891926
6.732636927909549,8.976860620313753
6.132497995085516,6.857116684279257
-0.6611641056632995,9.821172382509832
5.133304948997834,-10.91354298527396
5.779658146959707,5.899598416386714
-3.0367675652808663,10.46576332727136
6.514046394535312,9.864062846686815
4.0396460119677755,-9.400982689211473
5.328344602666274,-9.917211488368574
5.17678390339952,-8.998511585881344
5.556255834289502,6.4159769905997175
-2.1105836178571784,8.614167471356623
-1.6765835495957824,9.48675206414159
6.46760564445443,6.671614855627205
-0.7558710633726944,9.000020336674195
-1.2257299444857457,9.346798270161571
3.865064386848551,-10.31724938471558
-1.5645946316126689,10.24524986600316
6.315365460281878,8.336156581132121
4.369818887447788,-8.304121530207118
7.100478744816573,8.156255795345334
-2.6231721517423345,10.470722428453575
2.838164895250491,-7.855453135899416
6.693300598063035,6.339048646428247
6.357088323033123,9.488538704083084
8.1285297596762,7.540199803909563
3.801794514354246,-7.912725755862517
6.442857351542429,6.642093171492009
5.764349264051809,7.85931850195145
4.733461295351859,-8.601341610814972
5.6232054177220165,5.362032430888602
3.2291203876340773,9.0007004932002
6.456611635233326,6.803284165538844
3.899278484376415,-8.42822076558217
4.283569432444947,-8.195882772620655
-2.182853401929341,6.800688266168446
-3.8689222424615783,8.885071112520736
-2.2906229927390425,9.709558237181046
6.259449668015494,8.600289145378596
7.608369371907028,7.552706586526718
4.3831992081841555,-7.9591610708010245
6.965816580978698,5.599257442462206
7.053420631698737,6.252249796229359
7.788628885314206,7.00827105443933
7.88144074183102,7.616614104727251
-3.4523180704380803,10.324726369028214
-2.2279416667326766,10.511910941169468
-1.3965330113423182,10.712441596304695
7.036791712314372,6.623999797613997
-2.851258738823791,6.763678056325191
7.167882369907066,7.826696437694266
3.948113285345727,-7.307706264146482
6.876303416213435,7.309375667314551
3.8792791284584864,-7.679376946175882
5.651441672578479,-9.959022391192725
4.514820704598319,-9.04488727358792
-3.2689665591821107,8.470795760040591
-1.293549775570926,8.726888053912976
3.9932827091909795,-8.898304366538035
7.316584458875074,8.205016614337058
3.5613771979380453,-8.91958146848451
6.514689731189696,7.427636058398349
6.316828700762769,6.910220909026838
-2.1721556301853666,9.806945935759233
5.268720417902131,-8.862335192916934
3.9632933057292785,-7.142437543780779
-2.0206509257678658,8.196682094816126
5.097397770574126,-8.756674418966213
3.9386565000100306,-9.932784526276537
-2.9945036801682794,8.17543101727803
-2.945446682365067,10.183198533597764
-3.6212959111565457,9.684685186509856
-2.8027316824719843,9.28712122464217
5.980222809146611,6.579690539785721
4.909989227420417,-8.3142731766229
4.712352131560834,-8.54695227442402
-4.601825174291567,9.910605905018919
6.2946193025351596,8.130136654521236
5.640373930382939,5.982329709334664
-1.8735935831890207,8.149971994926675
2.615676469577488,-7.685323918764487
-1.012426810111076,9.580820712827263
6.145341351162069,6.568117618676953
