Feature1,Feature2,Target
-1.0195386707902048,1.127215877063701,0.0
0.5892274256637025,-1.8823666106421215,1.0
-1.681541937800096,-0.7843984488142144,0.0
0.41989287424212063,-1.2160782398081142,1.0
-0.5575065974204287,-1.4509405396942614,1.0
0.9483679705218342,1.0283756297480204,2.0
-0.8586277412317249,-1.907911996266417,1.0
2.7505852955389445,0.8013912829741225,1.0
0.5046452372583814,1.500254920119199,2.0
0.46195731043677646,1.561705063081618,0.0
-0.953017061757149,0.431437183452805,0.0
-1.0818748629424764,0.5461732076944876,0.0
-1.0423572699514767,0.5851143497625246,0.0
-0.7556902989546506,1.7347789487199126,0.0
-0.7997682796329295,1.9582894992456998,0.0
2.5973219346761427,0.27717220321030056,1.0
2.2968634052953467,-0.3915970824955921,2.0
-1.0573327443175735,3.1366636427741375,2.0
0.7308065178130227,1.2802223979483145,2.0
-0.21003281479943636,-0.7975682494310885,1.0
-1.2024115246758509,1.5477484137514161,0.0
0.15457105831804052,-1.810681348813023,1.0
2.32779498846007,-0.11614004805959444,1.0
0.2924453087452331,-1.3701366015912528,1.0
1.513061295350186,0.4819553785577949,2.0
1.0331340931459778,-1.341699139535682,1.0
-1.7971183914601325,-0.8077293198051363,0.0
-0.38942155569821035,2.430680048861557,2.0
-0.129581022566564,3.2102655827934807,0.0
1.342242336062994,-0.2325168557248385,1.0
1.0079802346843445,0.9848776790308738,2.0
-1.2772560894661698,0.26215788307516597,0.0
1.4011519399597456,-0.33954360803763284,1.0
0.7726445999792912,-2.0967683607856222,1.0
2.1292962821468384,-0.9219356139900613,1.0
-0.16346473373601678,2.7092469432391066,0.0
1.4833050252796771,-1.0034955241978476,1.0
-0.9743425768063935,0.24269540555013625,0.0
1.478941723282571,0.5243187270933656,2.0
0.5125049236354993,-0.7766765071990791,1.0
1.5065847850164928,0.4714873949128924,2.0
-1.7789295310781073,0.1659324393049002,0.0
-0.8142167208491005,-2.2240691576186293,1.0
-1.1883071919830397,0.7387477404864506,0.0
1.0624438177037274,-2.0675845970113773,1.0
0.44599223496838436,1.5672922811469407,2.0
-0.33674986042982735,-1.4609805764597381,1.0
-0.9841788751103774,0.9161232798485499,0.0
-1.5378832174887371,-1.011597621158745,0.0
1.2313408646656194,0.7343432676771864,2.0
0.736302210391596,1.27986055425747,2.0
-0.17924118061732797,2.2363049980452434,2.0
-1.237932680894159,0.6814911073160053,0.0
-1.4731440619606575,-0.13059349091892702,0.0
0.32864518271123266,1.712962397518902,2.0
1.3324176658006626,-1.3264612404868417,1.0
-1.463215470889688,0.3050470574869679,0.0
0.9296379885887814,-0.7409753923358778,1.0
0.38557480518326614,-1.0254327132788243,1.0
2.7852124108300282,-0.8806197928813913,2.0
1.1315544433056237,0.877669616115387,2.0
0.6932403130211036,1.3309371207172305,2.0
-0.3414212438034261,2.7750419217365416,0.0
-0.060378316658127984,-1.0102446667138416,1.0
-1.5148690701508776,0.6581972144725846,0.0
-1.1288986547062745,0.7078785264921245,0.0
0.5115987726612281,1.5233786599065713,2.0
1.738017161866662,0.23888405722731187,2.0
2.338920476835061,-0.3631378896159245,2.0
0.4272743664137826,1.5807951290913524,2.0
1.519703809126061,-1.305461254096327,1.0
-0.5689765687255833,1.7371083778805727,0.0
3.1394410067810807,0.6642945578803328,1.0
1.3480696171340334,0.6138557271864302,2.0
1.5778259306743343,0.41880555424269517,2.0
0.6924046358352646,-0.6082328155232026,1.0
0.024403105538002512,1.9691651925409153,2.0
-0.5659185806420564,2.6405753243914702,0.0
1.0315285565287948,-0.6858841752510683,1.0
-0.33176754350760607,2.252915747247356,0.0
2.42800719545143,-0.4817008872882307,2.0
1.9970771741448647,-1.867764239846403,1.0
-0.4783971739142854,2.2275620795151823,0.0
1.1900482310549967,0.7974366463970775,2.0
-0.10530891827173228,2.9387493378158105,0.0
1.0116030428843052,-1.0352501176467808,1.0
-0.8719663822744883,0.7043473968601961,0.0
-0.13542572139524212,2.1414059414903526,2.0
0.8337618099717695,-0.8117487520251905,1.0
-1.5736373974538709,-1.2264820485752823,0.0
-0.8132126887325113,2.919214308642031,0.0
0.9000133565321382,1.0777497968435124,2.0
0.8191899177427405,-0.910845122286428,1.0
-1.2739307591791638,0.009630205872764197,0.0
2.462832612585201,-1.5767221592418514,1.0
0.7960826801307049,1.2173561871783096,2.0
-0.5817083850906934,2.463662175197056,0.0
-0.862934352578375,1.0886892808328312,0.0
-0.23273837698057687,2.2843564084853183,2.0
-0.6917322025808873,2.3826306351715676,0.0
