Feature1,Feature2,Target
-0.8539053657034898,-1.6333449591836704,1.0
-0.20965589776612004,1.5741872260131635,0.0
-0.5313271913118385,-1.2379561034392665,1.0
-0.6838763794750897,-1.7563269591360995,1.0
-1.5189984297169739,-0.5919103991596,1.0
3.051691548527735,1.0998159412733428,0.0
-0.12354111923980049,-1.6341609948993843,1.0
0.9333370142211237,0.7869672727065238,0.0
1.4357722391026648,0.4459122471778443,0.0
1.027177868825607,0.8516698602886646,0.0
1.40924211406352,0.9545049317749063,0.0
3.0275812854801822,0.6902064350782238,0.0
-2.0546566891814284,-1.6644007700807861,1.0
-0.3737832679480755,-1.6492826281246598,1.0
-2.7112870326264593,0.23284973053943347,1.0
0.11026486561661719,-1.592424776485637,1.0
-0.18037126390955716,-1.2358311726003701,1.0
-0.3244841583794009,1.0475937405316866,0.0
-1.0367363180720486,1.7014524478434452,0.0
-1.4446506903800727,-0.2861891054703394,1.0
-0.6324272771712244,-0.329044273030795,1.0
0.91842780022151,0.899923013416903,0.0
2.183407382475692,1.0683204815713394,0.0
-0.7388508308073973,-1.142695051907955,1.0
1.5437479865188029,0.9471409529887244,0.0
-2.048957598139025,-0.20863018843589232,1.0
-0.817701924227259,1.5676707782373538,0.0
-1.794077226255804,-0.3667711175018047,1.0
0.9784143876738527,0.7550192590422026,0.0
-1.5534686260229862,-0.6323749010199683,1.0
-1.1164423248306536,-0.8660447086539329,1.0
-1.176537870608767,1.7821595241638226,0.0
-1.8485006551659107,-0.9342650890421201,1.0
-0.47333979830528716,1.4488937084707771,0.0
-3.1391388950541383,0.08809079685837751,1.0
-2.395109298952538,-0.24698274577363155,1.0
2.66314001767776,0.8195083369053551,0.0
-2.451375372466517,-0.3718257720929715,1.0
-0.6714846515661006,1.548718670532129,0.0
-1.3610461443371398,-0.6596372699792477,1.0
1.0631295819304638,1.25470644532977,0.0
-1.4111418955615653,-1.3560589955384146,1.0
-1.5024107310472474,-1.0468765717974637,1.0
2.366682983361636,0.5027041396589293,0.0
-0.7222826820905041,-2.368670554434511,1.0
-1.3963211727665708,-0.30500912693910176,1.0
0.19456166354555227,-1.3337625104629767,1.0
-0.9321887153947943,-1.245947025433129,1.0
2.361536844273987,0.40075385725650625,0.0
0.9653076414970074,-1.6964125180276752,1.0
-1.4460682709423947,-1.0078474787847533,1.0
-0.3174005228261514,1.2132798187093232,0.0
-2.6406164997823875,-1.304867761345459,1.0
-0.785289239898348,1.6955152856583484,0.0
0.13735969958041616,1.456026728315006,0.0
-0.049491602330357765,-1.1977265549752543,1.0
0.41613307214484685,-1.4207801458885505,1.0
-0.9346590131387601,-1.0573508244170622,1.0
-0.120647695434285,0.6440439560650513,0.0
0.5610166674169387,1.0597195680122307,0.0
1.9694396207560847,1.4126481445799641,0.0
-0.8248755375449472,-1.5570558642202346,1.0
0.9367181602582813,-2.0708822696302667,1.0
-1.0227871143278522,1.2262832240937918,0.0
-0.03368729545828053,0.5533237715193835,0.0
0.78280101346099,1.1975063893080151,0.0
0.2515802775627003,-1.4696369966700056,1.0
-1.3944410827371887,-1.1315053411974143,1.0
1.9461076702392661,0.8291691939980932,0.0
2.6975455900129193,0.6543430722795158,0.0
-1.7381196205494898,-0.5720974155081258,1.0
2.0068606373456817,0.9524302411758895,0.0
-0.015307889283955767,-0.3163969343284998,1.0
1.0428268367958469,1.6064946538081442,0.0
0.05686582676894436,1.071910806237636,0.0
4.300807492777974,0.40208412547438976,0.0
0.6881146596114502,1.028694057327364,0.0
1.081409268595243,1.1489564027045411,0.0
-3.042414602060334,0.6146270304934471,1.0
-1.6408328700056412,-0.01743969642660237,1.0
-1.4992383097862565,0.09673922371728572,1.0
2.289419610100751,0.537076724202133,0.0
-1.438675356836792,-1.6020980392046682,1.0
-0.03775535319945689,-1.2319596687558847,1.0
2.087990237638012,0.9866343855576512,0.0
-0.42630000049622274,-0.6875618890663977,1.0
1.2763063168410413,-0.8934918296216724,1.0
-3.22981652906441,-0.3344145672030079,1.0
2.94442008050969,0.5916466440592647,0.0
-0.04056226716544953,1.4552475829980054,0.0
0.6800684724321105,1.1224052783470078,0.0
1.5556357995785932,0.24308771281170205,0.0
-0.1801819741971762,1.6256336124925683,0.0
1.7060880261858358,0.6550829924419561,0.0
-2.466324094217877,-0.5015168420302367,1.0
0.04087997540686805,1.5904626861941926,0.0
-0.20944610797889562,1.08061912967888,0.0
0.13516491481862614,0.8795066322244243,0.0
-2.858230692689566,-0.22462349843519702,1.0
3.817323725393437,0.15860238983256736,0.0
