Feature1,Feature2,Feature3,Feature4,Target
0.8903659396966084,-0.1589376036177479,2.42394862254183,-0.25817664732724627,0.0
0.5383644090617126,0.07196216960303436,2.964504816338724,0.26969441386586557,0.0
0.27361893011650595,0.8735980205350351,0.008858171829611683,0.17096455461038265,2.0
1.4149561159392763,1.2059395013304812,-1.5213155614636797,-0.9946360568547974,2.0
0.22724647328972547,-2.594069024561814,0.8692163657455112,-1.1748454118124423,1.0
1.5631379705288566,1.3694149544879566,-1.3138499986704963,-0.9964041848282104,2.0
1.3384149588888403,1.1470466058107593,-1.0938371874249966,-0.8575644487500402,2.0
0.6125119022530889,-2.8914814175296746,0.5199303840557704,-1.7166039882983812,1.0
1.8240352868267786,-0.9312973623503337,1.16535487350545,-1.6906379673378662,0.0
-1.6985301290888866,-1.0514871623844908,1.844889122275927,1.3794098931118566,1.0
1.376104983904147,-0.4828610661710201,1.9392704166243702,-0.928198286953708,0.0
1.1062952449568693,1.2701942345704045,-1.0830406490918563,-0.6032600825387516,2.0
-0.47996217951274067,-1.3066479013657746,0.9077470898233637,0.018272323846111937,1.0
1.4307620770010359,0.9758305193786696,-1.4022959170409606,-1.0854272126195337,2.0
-0.6991037404718267,-1.4292794184082758,1.33430721325314,0.24609412621000315,1.0
-1.8524225213408163,0.22116896836420663,0.7310370110098918,1.8314569822875029,1.0
0.3272598154239311,-0.6993936646131367,0.9035787118622245,-0.38496160667497287,0.0
1.099473668190177,1.4686837421557604,-0.9130256683135275,-0.46719468517456314,2.0
-2.3258524716344064,-0.5412830944933633,2.7763321989464034,2.3578500129379845,1.0
-1.2085767720595932,-0.6514616765659484,1.0146321228499395,0.9563186279127616,1.0
-0.5277789958125727,-1.9323272947266936,1.2596686647420343,-0.1455362143268112,1.0
1.8535163346491905,-1.113907338364808,1.1305959759800168,-1.8070371912924954,0.0
-0.906410396363722,-1.4533703511724279,1.4910994620618732,0.44618487265535284,1.0
1.918415225561678,-0.4844477003817741,1.364891204497066,-1.5193997888266653,0.0
2.091282805440973,1.3796524006636872,-2.1932089979602694,-1.6412779519858225,2.0
-2.75034712104528,0.2187694601911676,2.563169951806059,3.013182135752642,1.0
-2.3962959740811787,-0.1619470393678749,2.277136826935571,2.47435892821451,1.0
-0.23928250340352775,0.16564945129596875,-0.02322576718660785,0.2718446074206107,2.0
0.2445475736793854,-0.3399273981545716,2.3221030787938277,0.17929595062991235,0.0
0.9888922984512123,0.974159796553874,3.1090668430964854,0.33633210715246087,0.0
0.8561714852000537,-1.9240139919399626,-0.6891624871952675,-1.7610694230054098,1.0
1.2458231623421336,-1.9225895362793957,0.012370643484711508,-1.925254258605853,0.0
0.18128607958780407,-0.11357130693693152,-0.5323346516509604,-0.32854226373574225,2.0
-0.32049677311300917,-1.8534480974710477,0.7053647207528025,-0.41311275638984857,1.0
0.14610663755166076,-0.9786840774207082,0.31633632430485037,-0.4967897393632685,0.0
1.5508052491644362,1.5826000665169793,-1.2827245649393997,-0.8813167303315956,2.0
0.48053638841509727,0.20414658023594612,-0.801142289653447,-0.49792388182384695,2.0
-0.16615742632229957,-1.0304336682551152,0.6625799769708112,-0.17683581088283126,0.0
0.8620304497473941,0.7162867114239521,-1.3311186884317943,-0.7085036323813592,2.0
1.50521999476843,-1.1391591775940175,0.672695625875839,-1.6318503913725104,0.0
0.8506808089598779,-0.9045037594415403,1.2452916646963699,-0.8399993976865885,0.0
